i j t
38 283 285
78 161 285
78 38 285
38 78 285
78 161 285
267 161 285
283 38 285
38 161 285
108 241 286
108 209 286
108 315 286
108 241 286
108 104 286
25 130 286
228 290 286
130 25 286
86 221 286
78 38 286
250 242 286
250 139 286
228 279 286
231 16 286
231 2 286
231 257 286
231 134 286
204 159 286
86 10 286
228 104 286
78 161 286
7 25 286
231 71 286
231 238 286
78 161 286
78 38 286
314 6 286
38 283 286
38 283 286
283 38 286
161 38 286
161 78 286
283 38 286
132 2 286
161 267 286
161 78 286
161 267 286
78 38 286
231 295 286
78 161 286
7 279 286
7 263 286
231 85 286
231 266 286
231 161 286
231 218 286
39 274 286
199 186 286
231 311 286
231 38 286
231 184 286
231 240 286
231 283 286
152 151 286
231 314 286
231 284 286
231 50 286
231 3 286
231 27 286
231 78 286
231 133 286
231 112 286
78 161 286
78 38 286
78 161 286
274 230 286
33 274 286
33 274 286
230 274 286
231 132 286
231 310 286
231 79 286
11 175 286
231 120 286
231 145 286
231 267 286
161 78 287
50 16 287
50 38 287
50 267 287
50 161 287
50 38 287
50 184 287
231 132 287
231 257 287
161 38 287
79 50 287
2 132 287
78 38 287
50 283 287
50 79 287
50 132 287
79 161 287
145 161 287
78 161 287
145 267 287
6 85 287
50 267 287
50 145 287
50 161 287
50 295 287
50 78 287
78 161 287
161 310 287
161 78 287
116 253 287
269 300 287
269 33 287
288 276 287
230 97 287
317 63 287
269 75 287
269 274 287
269 93 287
269 230 287
150 183 287
274 82 287
194 80 287
80 194 287
51 80 287
51 80 287
230 59 287
230 306 287
300 183 287
176 223 287
223 121 287
51 80 287
150 90 287
274 33 287
25 130 287
7 279 287
241 279 287
104 52 287
279 228 287
7 279 287
25 130 287
114 94 287
234 228 287
274 230 287
113 46 287
46 113 287
116 202 287
116 173 287
279 252 287
57 116 287
104 52 287
279 241 287
94 114 287
279 228 287
7 279 287
204 159 287
269 93 288
269 230 288
204 159 288
291 80 288
194 80 288
194 80 288
194 80 288
269 33 288
269 300 288
230 232 288
230 274 288
230 33 288
274 230 288
51 80 288
194 80 288
269 274 288
161 78 288
81 28 288
173 116 288
200 52 288
52 200 288
200 52 288
116 253 288
116 202 288
116 173 288
52 200 288
279 7 288
269 75 288
267 161 288
161 78 288
161 38 288
78 161 288
53 280 288
176 223 288
173 253 288
161 79 288
38 283 288
38 283 288
78 161 288
50 79 288
79 161 288
79 267 288
78 161 288
161 267 288
79 50 288
50 79 288
79 50 288
293 26 289
26 174 289
26 81 289
26 152 289
145 161 289
26 293 289
194 80 289
194 40 289
51 80 289
194 291 289
26 174 289
26 293 289
293 26 289
143 186 289
26 152 289
77 143 289
269 300 289
269 33 289
269 75 289
269 274 289
269 93 289
26 293 289
143 90 289
78 161 289
26 174 289
26 81 289
161 38 289
143 82 289
26 81 289
79 50 289
26 152 289
231 266 289
250 242 289
82 220 289
186 74 289
143 186 289
269 230 289
50 133 289
204 249 289
130 162 289
82 39 289
228 47 289
228 279 289
228 47 289
204 159 289
204 249 289
204 249 289
204 249 289
204 159 289
228 211 289
50 79 289
145 21 289
161 78 289
249 159 289
291 194 289
114 7 289
204 159 289
249 204 289
6 283 289
26 293 289
69 26 289
26 69 289
50 79 289
112 6 290
112 284 290
112 6 290
112 284 290
184 161 290
161 38 290
161 78 290
78 161 290
132 134 290
161 267 290
161 78 290
145 161 290
161 184 290
79 267 290
79 161 290
79 161 290
79 50 290
79 78 290
79 38 290
283 6 290
132 134 290
161 79 290
161 145 290
161 38 290
173 253 290
204 63 290
269 75 290
269 33 290
269 300 290
186 90 290
186 143 290
274 230 290
143 186 290
33 274 290
51 80 290
80 291 290
204 159 290
204 159 290
204 249 290
204 159 290
159 204 290
269 274 290
269 93 290
269 230 290
33 274 290
116 173 290
116 202 290
116 253 290
173 116 290
279 228 290
173 116 290
105 305 290
159 204 290
305 105 290
173 116 290
173 253 290
173 116 290
223 176 290
81 28 290
69 26 290
26 69 290
279 228 290
173 253 290
173 116 290
161 38 291
26 69 291
161 78 291
78 161 291
78 161 291
161 78 291
161 78 291
161 295 292
38 50 292
38 283 292
38 283 292
38 283 292
161 267 292
267 161 292
38 78 292
38 161 292
295 161 292
6 112 292
6 314 292
161 295 292
161 78 292
38 283 292
161 38 292
161 267 292
161 78 292
116 278 292
161 267 292
267 161 292
161 267 292
267 161 292
161 267 292
161 267 292
161 38 292
38 283 292
38 283 292
33 230 292
38 283 292
38 283 292
38 283 292
300 93 292
38 283 292
38 283 292
38 283 292
204 249 292
38 283 292
159 249 292
204 159 292
33 274 292
38 283 292
38 283 292
38 283 292
12 26 293
161 145 293
161 38 293
80 40 293
291 51 293
291 51 293
291 80 293
291 80 293
269 93 293
269 300 293
269 75 293
81 151 293
26 12 293
53 92 293
230 97 293
230 59 293
269 230 293
269 33 293
269 274 293
161 145 293
200 254 293
38 283 293
145 161 293
166 314 293
79 50 293
50 79 293
38 283 293
79 50 293
79 50 293
283 38 293
283 38 293
2 132 293
79 38 293
38 283 293
145 161 293
161 145 293
78 161 293
161 184 293
161 145 293
161 145 293
231 238 293
161 78 293
79 38 293
161 38 293
38 161 293
283 38 293
231 119 293
6 284 293
78 161 293
254 200 293
157 185 293
51 80 293
253 116 293
253 13 293
58 193 293
58 246 293
58 270 293
58 83 293
58 52 293
58 301 293
58 45 293
161 78 293
58 254 293
158 7 293
200 254 293
200 254 293
114 94 293
254 200 293
200 254 293
114 299 293
114 299 293
291 40 293
291 80 293
145 161 293
194 291 293
194 291 293
194 291 293
291 40 293
291 51 293
159 204 293
58 200 293
160 303 294
161 78 294
161 78 294
161 78 294
133 50 294
161 132 294
161 267 294
161 184 294
161 145 294
161 38 294
78 161 294
78 38 294
161 79 294
79 161 294
79 267 294
79 161 294
161 78 294
266 231 294
132 120 294
132 79 294
132 145 294
132 284 294
132 27 294
78 161 294
78 161 294
161 78 294
78 161 294
269 300 294
269 33 294
269 75 294
269 274 294
269 93 294
269 230 294
143 186 294
159 204 294
159 204 294
160 204 294
132 184 294
160 63 294
160 222 294
160 60 294
160 318 294
160 159 294
160 249 294
160 103 294
161 78 294
78 161 294
161 38 294
161 38 294
160 317 294
161 38 294
132 85 294
132 38 294
161 295 294
79 267 294
78 161 294
78 38 294
161 79 294
79 161 294
161 78 294
161 78 294
161 78 294
161 79 294
161 267 294
161 78 294
161 78 294
161 38 294
161 78 294
132 284 294
161 38 294
161 78 294
78 161 294
78 38 294
78 161 294
161 38 294
161 78 294
79 50 294
132 134 294
79 161 294
79 50 294
161 79 294
161 267 294
132 284 294
79 267 294
79 161 294
161 78 294
78 161 294
161 78 294
132 78 294
161 38 294
267 79 294
161 78 294
78 161 294
78 38 294
79 267 294
79 161 294
78 161 294
78 38 294
161 38 294
161 78 294
161 78 294
40 51 294
92 53 294
83 228 294
58 200 294
200 58 294
200 58 294
108 104 294
108 315 294
108 209 294
108 241 294
252 86 294
52 254 294
52 200 294
52 45 294
53 92 294
12 28 294
52 301 294
52 83 294
52 270 294
52 58 294
52 193 294
200 254 294
291 80 294
51 40 294
80 291 294
254 200 294
200 254 294
254 200 294
13 278 294
113 319 294
200 58 294
254 52 294
13 253 294
13 116 294
13 241 294
40 80 294
13 228 294
13 47 294
13 173 294
319 113 294
254 52 294
228 47 294
114 299 294
241 278 294
228 83 294
83 228 294
105 305 294
105 305 294
105 305 294
105 305 294
83 45 294
242 250 295
78 161 295
78 161 295
116 178 295
78 38 295
241 162 295
253 242 295
83 304 295
83 45 295
83 108 295
83 301 295
78 161 295
38 161 295
38 161 295
78 38 295
161 79 295
145 21 295
78 161 295
283 38 295
79 38 295
38 79 295
38 283 295
79 38 295
38 79 295
79 38 295
161 3 295
161 132 295
314 284 295
283 38 295
132 161 295
161 184 295
38 283 295
161 78 295
161 38 295
38 50 295
79 38 295
38 161 295
132 284 295
132 134 295
38 283 295
161 267 295
38 78 295
161 78 295
184 310 295
78 161 295
83 252 295
310 184 295
38 267 295
38 161 295
38 295 295
38 50 295
161 38 295
161 184 295
161 78 295
78 161 295
161 78 295
161 78 295
78 161 295
161 78 295
161 78 295
161 78 295
161 78 295
78 161 295
78 161 295
161 78 295
78 161 295
79 161 295
79 267 295
161 38 295
184 161 295
83 228 295
194 291 295
83 202 295
69 223 295
53 298 295
298 53 295
53 298 295
298 53 295
93 274 295
269 230 295
269 93 295
269 274 295
269 75 295
83 47 295
69 26 295
269 300 295
274 93 295
0 106 295
40 80 295
40 80 295
40 80 295
51 80 295
40 80 295
194 291 295
194 291 295
291 194 295
40 80 295
39 90 295
180 225 295
269 33 295
161 78 295
161 38 295
162 130 295
178 116 295
225 180 295
254 52 295
116 178 295
47 228 295
162 241 295
38 50 296
38 50 296
161 78 296
38 50 296
161 78 296
161 78 296
79 161 296
79 161 296
79 267 296
184 310 296
38 50 296
38 50 296
283 38 296
283 38 296
79 267 296
38 50 296
50 79 296
78 38 296
79 50 296
145 161 296
283 38 296
161 78 296
38 50 296
161 184 296
161 78 296
184 161 296
38 283 296
161 38 296
78 161 296
161 78 296
161 145 296
184 161 296
161 184 296
79 38 296
79 50 296
79 161 296
79 267 296
310 184 296
310 161 296
78 161 296
161 78 296
184 161 296
252 57 296
230 306 296
159 249 296
159 249 296
53 298 296
26 151 296
306 59 296
262 300 296
269 230 296
269 93 296
94 114 296
269 274 296
269 33 296
269 300 296
77 281 296
40 80 296
80 194 296
40 80 296
40 80 296
194 80 296
269 75 296
162 130 296
159 249 296
242 173 296
114 83 296
116 228 296
114 94 296
83 114 296
58 254 296
58 200 296
58 45 296
58 301 296
58 52 296
58 83 296
164 118 296
58 193 296
58 270 296
57 252 296
57 252 296
52 270 296
279 228 296
78 161 297
161 78 297
145 267 297
116 253 297
78 38 297
269 274 297
78 161 297
38 50 297
38 50 297
78 38 297
78 161 297
78 161 297
269 75 297
83 45 297
269 300 297
58 52 297
130 25 297
238 16 297
53 298 297
298 53 297
176 30 297
176 223 297
269 33 297
81 28 297
116 278 297
230 232 297
230 274 297
230 33 297
230 183 297
230 90 297
300 262 297
81 28 297
38 50 297
269 230 297
38 50 297
291 194 297
194 291 297
194 80 297
194 80 297
51 40 297
145 267 297
38 50 297
194 51 297
51 40 297
40 51 297
291 51 297
291 40 297
40 80 297
291 194 297
78 38 297
78 161 297
78 161 297
78 38 297
78 161 297
78 161 297
50 6 297
78 161 297
283 38 297
283 38 297
269 93 297
79 38 297
116 278 298
2 3 298
69 223 299
69 307 299
69 28 299
78 161 299
78 38 299
78 161 299
78 161 299
78 161 299
78 38 299
38 50 299
38 50 299
38 50 299
78 161 299
26 12 300
26 298 300
26 307 300
26 53 300
26 191 300
26 30 300
7 309 300
26 64 300
26 121 300
26 18 300
26 9 300
26 208 300
26 225 300
26 152 300
26 4 300
26 81 300
26 280 300
26 174 300
26 127 300
26 285 300
26 180 300
26 69 300
26 223 300
7 279 300
279 7 300
279 7 300
279 7 300
279 7 300
83 58 300
83 301 300
228 279 300
94 139 300
94 139 300
228 47 300
47 228 300
228 13 300
13 228 300
13 279 300
251 28 300
225 180 300
279 228 300
7 279 300
31 279 300
31 279 300
279 7 300
26 53 300
26 280 300
26 280 300
26 280 300
53 26 300
26 280 300
26 256 300
279 13 300
228 242 300
291 40 300
186 143 300
78 161 300
50 78 300
145 267 300
78 38 300
78 161 300
78 161 300
16 238 300
16 284 300
238 284 300
180 225 300
78 38 300
238 16 300
16 238 300
16 284 300
78 21 300
78 145 300
133 284 300
145 267 300
21 145 300
145 21 300
145 21 300
145 21 300
145 21 300
21 145 300
21 145 300
78 161 300
21 145 300
21 145 300
230 90 300
40 80 300
40 80 300
40 80 300
40 51 300
40 80 300
230 183 300
38 50 300
80 40 300
291 194 300
269 300 300
269 33 300
269 75 300
269 274 300
269 93 300
269 230 300
143 186 300
40 80 300
40 80 300
116 173 301
116 202 301
202 116 301
228 83 301
318 63 301
63 318 301
63 318 301
116 253 301
194 291 301
26 280 301
293 225 301
194 80 301
45 83 301
230 183 301
230 90 301
230 90 301
230 306 301
186 98 301
186 98 301
204 159 301
230 183 301
30 176 301
53 28 301
180 225 301
223 69 301
53 225 301
191 225 301
12 4 301
53 280 301
28 251 301
118 164 301
145 267 301
135 139 301
283 161 301
161 310 301
310 161 301
145 161 301
145 21 301
310 44 301
145 21 301
78 38 301
78 161 301
78 161 301
145 21 301
283 38 301
145 21 301
112 161 301
145 161 301
145 21 301
145 267 301
21 145 301
108 209 301
108 241 301
164 118 301
145 161 301
78 161 301
310 295 301
21 145 301
38 50 301
21 145 301
38 50 301
86 221 301
86 10 301
7 309 301
86 252 301
108 315 301
83 228 301
108 104 301
310 184 301
288 72 302
288 233 302
53 174 302
223 307 302
79 50 302
50 38 302
79 50 302
38 134 302
38 50 302
38 161 302
38 283 302
38 50 302
78 161 302
21 145 302
38 50 302
291 194 302
80 51 302
79 50 302
80 194 302
79 50 302
21 145 302
21 145 302
161 38 302
291 40 302
78 161 302
310 184 302
310 295 302
79 161 302
79 267 302
79 266 302
291 51 302
79 50 302
310 44 302
50 79 302
269 300 302
279 7 302
279 242 302
202 116 302
202 116 302
116 270 302
279 228 302
279 7 302
279 7 302
117 279 302
288 111 302
230 183 302
230 90 302
230 90 302
230 90 302
269 230 302
269 274 302
269 93 302
279 242 302
269 33 302
83 228 302
230 183 302
164 118 302
104 188 302
83 228 302
202 116 302
269 75 302
10 86 302
279 7 302
116 35 302
116 270 302
279 242 302
80 194 303
80 40 303
194 80 303
80 194 303
269 274 303
194 40 303
269 75 303
269 33 303
269 300 303
264 230 303
269 230 303
306 97 303
194 80 303
306 230 303
230 306 303
230 59 303
230 97 303
161 267 303
269 93 303
194 80 303
230 183 303
161 79 303
228 279 303
6 85 303
27 145 303
26 280 303
293 225 303
293 225 303
280 223 303
228 47 303
228 83 303
31 279 303
7 279 303
7 279 303
7 279 303
116 253 303
116 173 303
202 116 303
279 228 303
228 279 303
47 86 303
145 267 303
279 7 303
78 161 303
161 78 303
78 161 303
52 270 303
267 145 303
71 120 303
228 47 303
47 228 303
86 221 303
242 279 303
45 301 303
83 228 303
279 242 303
306 59 304
230 274 304
98 186 304
97 230 304
279 25 304
279 189 304
279 299 304
279 242 304
279 228 304
279 118 304
128 202 304
86 47 304
45 228 304
47 86 304
47 228 304
279 104 304
279 135 304
83 228 304
279 139 304
26 225 304
38 161 304
161 38 304
145 267 304
78 38 304
173 242 304
25 130 304
279 7 304
279 278 304
279 228 304
25 135 304
78 161 304
80 194 304
194 80 304
78 161 304
38 50 304
26 225 304
293 225 304
280 26 304
38 50 305
230 82 305
78 161 305
200 52 305
200 254 305
26 293 305
200 52 305
38 50 306
78 38 306
78 161 306
145 161 307
283 161 307
267 145 307
50 145 307
50 267 307
50 267 307
145 267 307
283 161 307
21 145 307
283 161 307
267 145 307
159 204 307
159 249 307
159 317 307
204 303 307
204 63 307
283 38 307
204 160 307
204 222 307
204 318 307
204 159 307
204 249 307
204 103 307
21 145 307
204 317 307
204 60 307
90 274 307
90 74 307
90 306 307
90 61 307
90 143 307
90 264 307
90 59 307
90 199 307
90 23 307
90 281 307
90 262 307
90 82 307
90 39 307
90 33 307
90 98 307
90 183 307
90 75 307
90 186 307
90 48 307
90 300 307
90 220 307
90 15 307
90 269 307
90 262 307
90 82 307
90 39 307
90 33 307
90 98 307
90 183 307
90 75 307
90 186 307
90 99 307
90 48 307
90 97 307
90 274 307
90 150 307
90 93 307
90 230 307
90 258 307
90 74 307
90 77 307
90 99 307
90 97 307
90 274 307
90 150 307
90 98 307
90 183 307
90 75 307
90 186 307
90 48 307
90 99 307
90 97 307
90 274 307
90 33 307
90 150 307
90 230 307
90 258 307
90 74 307
90 77 307
90 269 307
90 15 307
90 220 307
90 300 307
90 93 307
90 281 307
90 39 307
90 262 307
90 93 307
90 230 307
90 258 307
90 74 307
90 77 307
90 186 307
90 269 307
90 15 307
90 82 307
90 220 307
90 306 307
90 61 307
90 143 307
90 264 307
90 59 307
90 199 307
90 23 307
90 281 307
90 300 307
90 306 307
90 23 307
90 59 307
90 186 307
90 48 307
90 99 307
200 254 307
200 52 307
209 108 307
7 279 307
242 173 307
242 173 307
242 173 307
116 253 307
116 173 307
108 209 307
83 299 307
278 236 307
108 202 307
10 221 307
90 75 307
90 183 307
90 98 307
90 33 307
90 77 307
306 300 307
90 39 307
90 269 307
90 15 307
90 220 307
90 300 307
90 306 307
173 242 307
90 61 307
90 264 307
90 59 307
90 199 307
90 23 307
90 281 307
90 262 307
90 82 307
90 39 307
90 143 307
278 136 307
7 279 307
278 253 307
189 279 307
83 45 307
90 97 307
90 274 307
90 150 307
90 93 307
90 230 307
90 258 307
278 236 307
90 74 307
90 269 307
90 15 307
90 220 307
90 300 307
90 306 307
90 61 307
90 143 307
90 264 307
90 77 307
90 199 307
278 13 307
278 241 307
278 253 307
278 253 307
278 253 307
242 13 307
299 252 307
299 108 307
139 279 307
278 253 307
279 228 307
136 253 307
242 83 307
7 122 307
83 45 307
122 7 307
278 253 307
45 301 307
278 279 307
202 116 307
83 242 307
90 61 307
83 242 307
90 23 307
90 82 307
90 39 307
90 33 307
90 98 307
90 183 307
90 75 307
90 186 307
90 48 307
90 99 307
90 262 307
90 97 307
90 150 307
90 93 307
90 230 307
90 258 307
90 74 307
90 77 307
90 269 307
90 15 307
90 220 307
90 274 307
90 300 307
90 281 307
90 199 307
90 186 307
90 48 307
90 99 307
90 97 307
90 274 307
90 150 307
90 93 307
90 230 307
90 258 307
90 23 307
90 74 307
90 269 307
90 15 307
90 220 307
90 300 307
90 306 307
90 61 307
90 143 307
90 264 307
90 59 307
90 77 307
90 306 307
90 61 307
90 143 307
90 264 307
90 59 307
90 199 307
90 23 307
90 281 307
90 262 307
90 82 307
90 39 307
90 33 307
90 220 307
90 98 307
90 75 307
90 186 307
90 48 307
90 99 307
90 97 307
90 274 307
90 150 307
90 93 307
90 230 307
90 183 307
90 15 307
90 269 307
90 77 307
90 264 307
90 59 307
90 199 307
90 143 307
90 281 307
90 262 307
90 82 307
90 39 307
90 33 307
90 98 307
90 183 307
90 75 307
90 186 307
90 48 307
90 99 307
90 97 307
90 150 307
90 93 307
90 230 307
90 258 307
90 74 307
90 75 307
90 183 307
90 150 307
90 33 307
4 225 307
28 225 307
152 180 307
180 152 307
152 180 307
28 225 307
208 225 307
26 4 307
173 253 307
299 279 307
90 61 307
90 306 307
90 300 307
90 98 307
90 258 307
208 28 307
225 28 307
28 225 307
90 262 307
90 281 307
90 23 307
90 199 307
225 28 307
90 59 307
90 82 307
90 264 307
90 39 307
208 28 307
53 280 307
53 280 307
4 26 307
225 208 307
90 143 307
252 57 308
108 241 308
104 164 308
135 242 308
108 104 308
108 209 308
250 108 308
108 209 308
108 241 308
104 164 308
108 299 308
278 236 308
241 278 308
108 315 308
299 83 308
108 315 308
108 104 308
204 63 308
202 116 308
255 80 308
40 80 308
80 40 308
159 249 308
159 318 308
159 318 308
159 204 308
159 204 308
204 249 308
204 318 308
204 160 308
204 317 308
204 222 308
204 60 308
252 57 308
57 252 308
242 279 308
242 135 308
242 7 308
108 299 308
204 159 308
16 284 308
204 103 308
90 274 308
204 249 308
306 90 308
306 97 308
306 59 308
2 284 308
50 267 308
4 26 308
69 223 308
26 4 308
176 223 308
280 53 308
298 174 308
176 223 308
4 26 308
176 28 308
306 93 308
77 143 308
186 143 308
90 274 308
11 138 308
204 159 308
77 48 308
112 219 308
184 161 308
184 295 308
21 145 308
306 59 308
78 161 308
78 38 308
38 50 308
2 132 308
161 295 308
6 284 308
21 145 309
50 257 309
314 6 309
6 85 309
21 145 309
145 21 309
21 145 309
21 145 309
50 38 309
161 184 309
184 161 309
184 295 309
204 63 309
161 295 309
204 160 309
83 228 309
30 176 309
90 199 309
306 59 309
199 90 309
262 183 309
82 183 309
0 106 309
159 204 309
57 116 309
176 30 309
204 159 309
204 159 309
159 249 309
204 103 309
204 249 309
204 159 309
204 318 309
204 60 309
204 222 309
204 317 309
204 303 309
280 53 309
204 159 309
53 28 309
28 53 309
83 301 309
83 304 309
83 45 309
83 45 309
25 57 309
83 45 309
277 57 309
57 252 309
228 45 309
83 299 309
86 252 309
299 279 309
83 108 309
242 228 309
228 242 309
108 250 309
278 136 309
279 242 309
83 252 309
16 2 310
16 132 310
2 238 310
2 16 310
2 132 310
21 145 310
161 267 310
145 295 310
21 145 310
21 145 310
161 145 310
16 238 310
161 184 310
6 314 310
145 161 310
21 145 310
16 3 310
295 184 310
3 16 310
161 79 310
306 230 310
306 230 310
306 97 310
306 90 310
90 143 310
90 300 310
90 300 310
16 284 310
300 42 310
161 295 310
38 50 310
295 161 310
283 50 310
38 50 310
38 50 310
38 50 310
3 16 310
50 38 310
16 284 310
7 144 310
221 86 310
202 116 310
202 116 310
83 45 310
117 45 310
173 253 310
45 117 310
7 263 310
86 10 310
279 242 310
279 228 310
278 136 310
174 298 310
298 174 310
298 174 310
202 116 310
174 28 310
86 10 310
200 254 310
7 279 310
7 279 310
13 278 310
202 116 310
221 252 310
7 301 310
200 52 310
7 263 310
7 279 310
7 135 310
7 242 310
279 242 310
116 173 310
116 173 310
7 135 310
7 279 310
7 279 310
204 159 310
255 80 310
255 80 310
255 80 310
204 159 310
204 303 310
204 159 310
90 93 311
90 230 311
90 258 311
90 74 311
90 77 311
90 269 311
23 42 311
90 269 311
90 15 311
90 220 311
90 300 311
90 306 311
90 61 311
90 143 311
90 264 311
90 150 311
90 274 311
53 280 311
90 99 311
280 53 311
53 280 311
280 53 311
53 174 311
174 28 311
4 28 311
223 176 311
12 1 311
4 12 311
81 28 311
90 59 311
53 280 311
191 256 311
90 186 311
53 280 311
90 97 311
176 223 311
90 269 311
278 13 311
252 86 311
252 221 311
279 228 311
299 202 311
299 45 311
242 7 311
242 135 311
242 279 311
86 252 311
250 200 311
157 155 311
157 185 311
90 75 311
90 183 311
173 253 311
90 98 311
90 39 311
90 82 311
90 262 311
90 281 311
90 23 311
90 199 311
90 59 311
90 264 311
90 143 311
90 61 311
90 306 311
90 300 311
90 220 311
90 15 311
90 33 311
173 116 311
242 279 311
173 253 311
173 116 311
173 253 311
173 253 311
299 83 311
101 117 311
101 117 311
83 299 311
83 304 311
83 301 311
83 252 311
83 108 311
83 228 311
83 45 311
252 83 311
128 202 311
202 116 311
278 136 311
173 116 311
279 242 311
202 299 311
83 45 311
279 242 311
83 252 311
281 90 311
45 299 311
45 52 311
83 252 311
83 252 311
45 52 311
52 45 311
279 7 311
252 83 311
90 199 311
90 48 311
90 281 311
16 2 311
16 132 311
314 21 311
314 284 311
21 314 311
21 145 311
145 21 311
21 145 311
145 3 311
145 295 311
145 21 311
204 159 311
16 238 311
204 159 311
160 63 311
160 317 311
160 222 311
160 60 311
160 318 311
160 159 311
160 249 311
160 103 311
159 204 311
21 145 311
90 23 311
21 145 311
160 204 311
238 132 311
145 161 311
238 16 311
90 48 311
90 99 311
90 97 311
90 274 311
90 150 311
90 93 311
90 230 311
90 183 311
90 82 311
90 98 311
90 262 311
90 33 311
90 39 311
238 2 311
90 258 311
90 74 311
90 77 311
306 97 311
90 281 311
90 281 311
38 50 311
238 16 311
238 284 311
3 145 311
3 267 311
90 186 311
90 75 311
86 252 312
157 185 312
21 145 312
157 155 312
93 75 313
295 161 313
145 21 313
21 145 313
161 295 313
21 145 313
38 50 313
295 3 313
145 21 313
145 21 313
145 21 313
116 253 314
116 57 314
116 253 314
116 173 314
279 242 314
242 279 314
52 104 314
104 52 314
252 86 314
7 279 314
279 7 314
116 173 314
116 173 314
86 252 314
116 253 314
7 104 314
7 279 314
242 135 314
242 7 314
279 242 314
52 254 314
135 242 314
135 7 314
7 279 314
252 221 314
49 35 314
108 299 314
254 52 314
279 228 314
52 254 314
52 254 314
10 279 314
116 202 314
279 135 314
38 50 314
38 50 314
16 238 314
16 2 314
16 284 314
16 132 314
266 79 314
71 79 314
79 71 314
71 79 314
223 176 314
180 226 314
26 28 314
152 180 314
180 226 314
204 159 314
204 159 314
204 249 314
204 159 314
318 63 314
159 204 314
132 284 314
279 7 314
132 2 314
238 284 314
267 3 314
38 50 314
50 6 314
38 50 314
133 284 314
133 132 314
38 3 314
38 50 314
38 50 314
132 133 314
132 284 314
16 238 314
16 2 314
16 284 314
16 132 314
284 85 314
78 3 314
132 184 314
238 16 314
132 238 314
132 16 314
252 221 314
274 183 314
138 11 314
262 74 314
230 183 314
90 264 314
138 175 314
11 138 314
0 259 314
11 138 314
0 106 314
132 133 315
132 3 315
132 50 315
132 284 315
132 231 315
132 314 315
132 283 315
132 240 315
132 27 315
132 78 315
279 272 315
132 112 315
132 71 315
132 238 315
314 6 315
71 79 315
314 3 315
38 50 315
257 310 315
116 278 315
86 252 315
221 252 315
86 252 315
114 299 315
132 6 315
132 184 315
132 2 315
132 311 315
132 311 315
132 184 315
132 240 315
6 314 315
132 284 315
132 284 315
314 112 315
314 112 315
132 310 315
132 120 315
132 79 315
132 267 315
132 145 315
132 161 315
132 218 315
132 85 315
132 295 315
132 266 315
132 134 315
132 257 315
252 86 315
40 80 315
132 16 315
132 38 315
7 279 315
299 279 315
299 279 315
83 45 315
299 83 315
173 13 315
242 250 315
52 254 315
13 173 315
83 299 315
83 45 315
83 242 315
7 279 315
86 252 315
7 279 315
7 135 315
7 242 315
104 279 315
104 7 315
269 230 315
269 93 315
269 274 315
269 75 315
269 33 315
269 300 315
143 186 315
108 241 315
242 228 315
108 209 315
108 104 315
58 254 315
279 301 315
132 284 315
108 299 315
279 299 315
279 189 315
279 135 315
90 199 315
279 299 315
279 242 315
279 228 315
279 118 315
279 242 315
279 242 315
279 7 315
279 7 315
279 135 315
279 7 315
279 242 315
221 252 315
86 252 315
279 130 315
10 279 315
108 315 315
132 161 315
112 314 315
132 120 315
18 180 315
12 26 315
26 12 315
225 223 315
12 26 315
18 307 315
18 208 315
307 18 315
180 225 315
9 26 315
9 225 315
26 12 315
132 267 315
26 12 315
26 152 315
53 280 315
269 75 315
269 274 315
159 204 315
204 159 315
63 318 315
318 63 315
318 63 315
159 318 315
90 269 315
274 183 315
274 183 315
274 183 315
199 186 315
281 258 315
300 90 315
269 230 315
269 93 315
269 33 315
269 300 315
12 26 315
120 79 315
21 145 315
120 132 315
269 230 316
90 186 316
186 90 316
204 159 316
63 318 316
63 318 316
63 318 316
63 318 316
63 318 316
132 6 316
269 93 316
132 133 316
132 284 316
132 231 316
132 266 316
90 59 316
132 85 316
132 38 316
132 78 316
63 318 316
132 85 316
269 274 316
269 33 316
90 199 316
90 23 316
90 262 316
90 82 316
90 39 316
90 33 316
90 98 316
90 183 316
90 75 316
90 186 316
90 48 316
90 99 316
90 97 316
90 274 316
90 150 316
90 93 316
90 230 316
90 258 316
90 74 316
90 77 316
269 300 316
269 75 316
132 240 316
132 184 316
132 284 316
132 314 316
132 283 316
38 50 316
50 38 316
132 310 316
132 120 316
132 79 316
132 267 316
132 145 316
132 161 316
132 218 316
132 85 316
132 295 316
132 266 316
132 134 316
132 257 316
132 2 316
132 16 316
132 311 316
132 38 316
132 184 316
176 223 316
132 27 316
176 223 316
223 26 316
132 145 316
132 79 316
132 120 316
38 50 316
2 132 316
145 21 316
21 145 316
38 50 316
132 238 316
132 71 316
132 112 316
132 133 316
132 78 316
132 27 316
132 3 316
132 50 316
132 284 316
132 231 316
223 225 316
53 298 316
293 256 316
176 223 316
90 264 316
90 281 316
90 61 316
189 279 316
252 221 316
57 189 316
13 278 316
173 270 316
278 136 316
278 136 316
230 183 316
13 278 316
90 269 316
305 234 316
278 136 316
254 200 316
189 279 316
45 254 316
45 200 316
45 301 316
45 207 316
278 136 316
7 279 316
200 254 316
299 279 316
90 143 316
252 221 316
86 252 316
13 279 316
86 221 316
252 221 316
242 279 316
242 234 316
279 7 316
135 278 316
135 299 316
135 252 316
47 278 316
7 279 316
299 252 316
278 136 316
